product_id,sku,name,brand,category,price,stock,rating,description,image_url
188,CL-THR-3793,Classic ThreadCo Athletic Running Shorts,ThreadCo,Clothing,319.29,107,3.7,Experience the ultimate performance with the Classic ThreadCo Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1532988470817?auto=format&fit=crop&w=600&q=80
189,EL-AUR-4125,Eco-Friendly Aura Charging Pad,Aura,Electronics,21.16,48,4.1,Experience the ultimate performance with the Eco-Friendly Aura Charging Pad. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1556710282950?auto=format&fit=crop&w=600&q=80
190,SP-WIL-3262,Premium WildCore Waterproof Camping Tent,WildCore,Sports & Outdoors,316.01,132,4.3,Experience the ultimate performance with the Premium WildCore Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1560873354999?auto=format&fit=crop&w=600&q=80
191,SP-HYD-5331,Sleek HydroFit Lightweight Backpack,HydroFit,Sports & Outdoors,369.94,2,3.9,Experience the ultimate performance with the Sleek HydroFit Lightweight Backpack. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1531346815220?auto=format&fit=crop&w=600&q=80
192,HO-BRE-6194,Classic BrewMaster Non-Stick Frying Pan,BrewMaster,Home & Kitchen,293.07,80,3.9,Experience the ultimate performance with the Classic BrewMaster Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1592657377313?auto=format&fit=crop&w=600&q=80
193,SP-IRO-3399,Sleek IronGear Waterproof Camping Tent,IronGear,Sports & Outdoors,181.36,30,4.0,Experience the ultimate performance with the Sleek IronGear Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1587799336844?auto=format&fit=crop&w=600&q=80
194,HO-CLE-9824,Ergonomic CleanSweep Non-Stick Frying Pan,CleanSweep,Home & Kitchen,169.96,79,3.7,Experience the ultimate performance with the Ergonomic CleanSweep Non-Stick Frying Pan. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1532585188887?auto=format&fit=crop&w=600&q=80
195,CL-THR-4814,Ergonomic ThreadCo Athletic Running Shorts,ThreadCo,Clothing,40.96,130,3.7,Experience the ultimate performance with the Ergonomic ThreadCo Athletic Running Shorts. Designed for modern users seeking quality in clothing.,https://images.unsplash.com/photo-1520490284200?auto=format&fit=crop&w=600&q=80
196,EL-AUR-8793,Ultra-Light Aura Smart Watch,Aura,Electronics,291.68,3,4.0,Experience the ultimate performance with the Ultra-Light Aura Smart Watch. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1507069077735?auto=format&fit=crop&w=600&q=80
197,EL-AUR-1611,Pro-Series Aura Smart Watch,Aura,Electronics,548.8,2,4.9,Experience the ultimate performance with the Pro-Series Aura Smart Watch. Designed for modern users seeking quality in electronics.,https://images.unsplash.com/photo-1555131072929?auto=format&fit=crop&w=600&q=80
198,BE-PUR-1151,Premium PureRadiance Mineral Sunscreen SPF 50,PureRadiance,Beauty,186.04,95,3.9,Experience the ultimate performance with the Premium PureRadiance Mineral Sunscreen SPF 50. Designed for modern users seeking quality in beauty.,https://images.unsplash.com/photo-1590147495786?auto=format&fit=crop&w=600&q=80
199,SP-WIL-9261,Minimalist WildCore Waterproof Camping Tent,WildCore,Sports & Outdoors,286.12,1,4.0,Experience the ultimate performance with the Minimalist WildCore Waterproof Camping Tent. Designed for modern users seeking quality in sports & outdoors.,https://images.unsplash.com/photo-1563269675334?auto=format&fit=crop&w=600&q=80
200,HO-NES-5833,Sleek NestComfort Stainless Steel Kettle,NestComfort,Home & Kitchen,344.98,54,4.4,Experience the ultimate performance with the Sleek NestComfort Stainless Steel Kettle. Designed for modern users seeking quality in home & kitchen.,https://images.unsplash.com/photo-1570556448208?auto=format&fit=crop&w=600&q=80
